Household_ID,Month,Income,Expense,Festival,Travel_Days,Emergency,Family_Size,Dependents,EMI_Loan,Savings_Rate,Inflation,City_Tier,Household_Type_Code
HH006,Jul-2023,77295,64774,0,3,1,3,1,10225,13.8,5.65,3,2
HH006,Aug-2023,81507,63488,1,1,0,3,1,12034,11.4,5.6,3,2
HH006,Sep-2023,79496,53359,0,1,0,3,1,11145,9.3,5.39,3,2
HH006,Oct-2023,81668,73021,1,1,0,3,1,10348,9.4,5.58,3,2
HH006,Nov-2023,82138,75465,1,6,0,3,1,12058,8.7,5.67,3,2
HH006,Dec-2023,83482,69802,1,1,0,3,1,14737,13.0,5.51,3,2
HH006,Jan-2024,82103,65318,1,3,0,3,1,12306,12.4,5.65,3,2
HH006,Feb-2024,83303,53701,0,0,0,3,1,11963,15.1,5.79,3,2
HH006,Mar-2024,86070,45340,0,0,0,3,1,13046,12.2,5.83,3,2
HH006,Apr-2024,87526,68305,0,5,0,3,1,13323,8.9,5.5,3,2
HH006,May-2024,85120,60273,0,2,0,3,1,12066,6.3,5.72,3,2
HH006,Jun-2024,82171,56979,0,1,0,3,1,14100,9.2,5.66,3,2
HH006,Jul-2024,85410,53941,0,2,0,3,1,10877,10.1,6.01,3,2
HH006,Aug-2024,90139,72798,1,2,0,3,1,15756,9.8,5.72,3,2
HH006,Sep-2024,85919,56182,0,1,0,3,1,10607,9.1,6.03,3,2
HH006,Oct-2024,86487,88432,1,1,0,3,1,14204,8.2,5.5,3,2
HH006,Nov-2024,86125,75857,1,1,0,3,1,12903,8.1,5.68,3,2
HH006,Dec-2024,89791,83596,1,2,0,3,1,12999,10.7,5.88,3,2
HH006,Jan-2025,87485,67013,1,1,0,3,1,12360,10.0,6.09,3,2
HH006,Feb-2025,90366,62971,0,1,0,3,1,12651,11.7,6.02,3,2
HH006,Mar-2025,92378,55189,0,0,0,3,1,14529,11.7,6.01,3,2
HH006,Apr-2025,89403,72228,0,3,0,3,1,13906,11.1,6.03,3,2
HH006,May-2025,91425,56466,0,1,0,3,1,13443,12.0,6.21,3,2
HH006,Jun-2025,94618,80021,0,0,0,3,1,14936,13.0,5.87,3,2
HH006,Jul-2025,93042,65250,0,1,0,3,1,14910,13.1,6.04,3,2
HH006,Aug-2025,93705,67075,1,4,0,3,1,12602,13.7,5.84,3,2
HH006,Sep-2025,93100,69529,0,2,0,3,1,12255,14.4,5.99,3,2
HH006,Oct-2025,90731,77681,1,3,0,3,1,13241,13.7,6.18,3,2
HH006,Nov-2025,92979,75044,1,5,0,3,1,15230,16.0,6.15,3,2
HH006,Dec-2025,92981,71807,1,2,0,3,1,11881,11.3,6.36,3,2
HH007,Jan-2021,87016,78367,1,3,0,4,2,13882,16.8,4.69,2,2
HH007,Feb-2021,93430,61289,0,0,0,4,2,14937,13.2,4.73,2,2
HH007,Mar-2021,80861,55120,0,0,0,4,2,12497,12.1,4.78,2,2
HH007,Apr-2021,88741,71262,0,0,0,4,2,14232,16.8,4.92,2,2
HH007,May-2021,91469,59764,0,1,0,4,2,18428,14.9,4.62,2,2
HH007,Jun-2021,81803,61821,0,3,0,4,2,13218,12.3,4.89,2,2
HH007,Jul-2021,89329,63110,0,1,0,4,2,13622,12.5,5.06,2,2
HH007,Aug-2021,93193,70354,1,3,0,4,2,13984,16.4,4.69,2,2
HH007,Sep-2021,85762,69522,0,4,1,4,2,14232,13.8,5.1,2,2
HH007,Oct-2021,87849,84997,1,1,0,4,2,13532,8.9,5.08,2,2
HH007,Nov-2021,90457,94002,1,2,0,4,2,14658,8.7,5.05,2,2
HH007,Dec-2021,97243,73571,1,1,0,4,2,15668,13.0,5.2,2,2
HH007,Jan-2022,90049,83924,1,1,0,4,2,15705,16.6,5.01,2,2
HH007,Feb-2022,90056,67732,0,1,0,4,2,16651,15.3,4.87,2,2
HH007,Mar-2022,96980,61870,0,0,0,4,2,15171,12.8,5.11,2,2
HH007,Apr-2022,91104,64443,0,0,0,4,2,15132,15.0,5.32,2,2
HH007,May-2022,95228,60860,0,0,1,4,2,16820,17.0,5.1,2,2
HH007,Jun-2022,98971,72307,0,3,0,4,2,17171,14.2,5.14,2,2
HH007,Jul-2022,91581,75200,0,3,0,4,2,14770,13.4,5.11,2,2
HH007,Aug-2022,98875,99395,1,5,0,4,2,18824,13.6,5.27,2,2
HH007,Sep-2022,93647,69768,0,4,0,4,2,12570,13.6,5.18,2,2
HH007,Oct-2022,98552,93207,1,3,0,4,2,14860,17.5,5.38,2,2
HH007,Nov-2022,104182,99767,1,2,0,4,2,17238,12.7,5.66,2,2
HH007,Dec-2022,100830,92696,1,3,0,4,2,16013,12.9,5.08,2,2
HH007,Jan-2023,111985,104696,1,1,0,4,2,18484,12.3,5.37,2,2
HH007,Feb-2023,99792,93439,0,4,0,4,2,15276,11.7,5.19,2,2
HH007,Mar-2023,103630,82205,0,2,1,4,2,17107,13.2,5.49,2,2
HH007,Apr-2023,106225,89031,0,2,0,4,2,16508,13.1,5.42,2,2
HH007,May-2023,99908,74653,0,0,0,4,2,15487,9.8,5.28,2,2
HH007,Jun-2023,102932,67298,0,2,0,4,2,16291,12.8,5.81,2,2
HH007,Jul-2023,101683,100588,0,2,0,4,2,20412,6.7,5.6,2,2
HH007,Aug-2023,108151,90026,1,1,0,4,2,19038,11.7,5.48,2,2
HH007,Sep-2023,104435,89516,0,5,0,4,2,16662,13.8,5.54,2,2
HH007,Oct-2023,106934,106502,1,3,0,4,2,16289,11.8,5.61,2,2
HH007,Nov-2023,108995,91985,1,5,0,4,2,16695,13.7,5.63,2,2
HH007,Dec-2023,110226,91839,1,3,0,4,2,17001,9.7,5.53,2,2
HH007,Jan-2024,107799,111410,1,2,0,4,2,19375,12.1,5.79,2,2
HH007,Feb-2024,107754,71612,0,1,0,4,2,18249,11.1,5.92,2,2
HH007,Mar-2024,106532,86718,0,1,0,4,2,17964,11.7,5.9,2,2
HH007,Apr-2024,105702,87582,0,2,1,4,2,17010,15.7,5.89,2,2
HH007,May-2024,111849,87840,0,1,0,4,2,19389,12.1,5.77,2,2
HH007,Jun-2024,117445,85490,0,1,0,4,2,19738,9.6,5.9,2,2
HH007,Jul-2024,112236,93704,0,3,0,4,2,19711,12.4,5.7,2,2
HH007,Aug-2024,117136,107879,1,2,0,4,2,19065,15.7,5.86,2,2
HH007,Sep-2024,114641,80127,0,1,0,4,2,19101,8.8,5.93,2,2
HH007,Oct-2024,118753,105157,1,1,0,4,2,21570,12.2,6.08,2,2
HH007,Nov-2024,127578,107724,1,1,0,4,2,20342,13.3,6.02,2,2
HH007,Dec-2024,113778,112468,1,5,0,4,2,17574,7.4,5.68,2,2
HH007,Jan-2025,119274,95284,1,2,0,4,2,20017,16.5,6.08,2,2
HH007,Feb-2025,119312,97305,0,3,0,4,2,16710,12.8,6.06,2,2
HH007,Mar-2025,119210,77612,0,0,0,4,2,20383,19.0,6.15,2,2
HH007,Apr-2025,119254,95731,0,0,0,4,2,18724,13.1,6.18,2,2
HH007,May-2025,121275,95288,0,2,0,4,2,19575,7.4,6.12,2,2
HH007,Jun-2025,117563,92744,0,1,0,4,2,16308,15.9,6.32,2,2
HH007,Jul-2025,125264,89991,0,0,0,4,2,22144,13.0,6.2,2,2
HH007,Aug-2025,122091,98526,1,3,0,4,2,19079,11.9,5.9,2,2
HH007,Sep-2025,116565,78173,0,0,0,4,2,20757,16.6,5.84,2,2
HH007,Oct-2025,123409,114741,1,4,0,4,2,19996,11.5,6.08,2,2
HH007,Nov-2025,125662,114628,1,4,0,4,2,21174,12.9,6.34,2,2
HH007,Dec-2025,127757,119086,1,4,0,4,2,21402,12.7,6.23,2,2
HH008,Jan-2021,108599,61081,1,2,0,4,2,15840,17.6,4.96,1,2
HH008,Feb-2021,109337,51746,0,0,0,4,2,17423,19.8,4.98,1,2
HH008,Mar-2021,116478,66440,0,0,0,4,2,19264,18.5,4.77,1,2
HH008,Apr-2021,114422,51807,0,1,0,4,2,19526,15.1,4.78,1,2
HH008,May-2021,118386,60443,0,3,0,4,2,17184,14.9,4.87,1,2
HH008,Jun-2021,110312,65905,0,2,1,4,2,17520,17.7,4.86,1,2
HH008,Jul-2021,117960,63815,0,1,0,4,2,16476,22.2,5.1,1,2
HH008,Aug-2021,118936,73403,1,3,0,4,2,17850,13.7,4.97,1,2
HH008,Sep-2021,117516,61130,0,3,0,4,2,20341,26.3,5.19,1,2
HH008,Oct-2021,118633,69037,1,2,0,4,2,17968,23.2,5.01,1,2
HH008,Nov-2021,115297,76718,1,2,0,4,2,15462,16.1,4.52,1,2
HH008,Dec-2021,121685,79402,1,1,0,4,2,19680,14.9,4.98,1,2
HH008,Jan-2022,118801,73115,1,2,0,4,2,15997,15.1,4.94,1,2
HH008,Feb-2022,125662,73165,0,1,0,4,2,19356,17.2,5.12,1,2
HH008,Mar-2022,117755,67007,0,0,0,4,2,16954,17.1,5.32,1,2
HH008,Apr-2022,122571,53423,0,1,0,4,2,18612,19.4,5.14,1,2
HH008,May-2022,119162,55463,0,1,0,4,2,16744,20.6,5.0,1,2
HH008,Jun-2022,126513,73271,0,0,0,4,2,19258,18.9,5.33,1,2
HH008,Jul-2022,120810,68522,0,1,0,4,2,17058,19.5,5.3,1,2
HH008,Aug-2022,116461,65652,1,2,0,4,2,18187,16.0,5.02,1,2
HH008,Sep-2022,119212,60047,0,1,0,4,2,17518,20.0,5.06,1,2
HH008,Oct-2022,122887,94604,1,2,0,4,2,16585,18.0,5.48,1,2
HH008,Nov-2022,135349,97451,1,1,0,4,2,20869,15.9,5.15,1,2
HH008,Dec-2022,127067,85119,1,3,0,4,2,20077,16.6,5.34,1,2
HH008,Jan-2023,130391,91175,1,2,0,4,2,19304,22.1,5.34,1,2
HH008,Feb-2023,121240,66087,0,3,0,4,2,19701,19.8,5.28,1,2
HH008,Mar-2023,127184,79821,0,3,0,4,2,16944,15.8,5.24,1,2
HH008,Apr-2023,122832,66733,0,0,0,4,2,16849,21.3,5.65,1,2
HH008,May-2023,131870,74272,0,3,0,4,2,22471,12.2,5.52,1,2
HH008,Jun-2023,128647,72362,0,2,0,4,2,20081,19.5,5.45,1,2
HH008,Jul-2023,128054,67418,0,1,0,4,2,19181,14.4,5.7,1,2
HH008,Aug-2023,130647,97946,1,2,0,4,2,17928,15.6,5.51,1,2
HH008,Sep-2023,126214,58049,0,3,0,4,2,16346,19.4,5.68,1,2
HH008,Oct-2023,132658,106246,1,6,0,4,2,19515,18.0,5.58,1,2
HH008,Nov-2023,128086,95502,1,1,0,4,2,20189,15.4,5.77,1,2
HH008,Dec-2023,135278,73408,1,2,0,4,2,20356,21.4,5.74,1,2
HH008,Jan-2024,138015,95689,1,3,0,4,2,20425,17.2,5.7,1,2
HH008,Feb-2024,131451,93558,0,5,0,4,2,17551,17.5,5.76,1,2
HH008,Mar-2024,131703,86665,0,0,0,4,2,18172,19.4,5.89,1,2
HH008,Apr-2024,132338,72884,0,2,0,4,2,19313,22.1,5.74,1,2
HH008,May-2024,130509,73727,0,2,0,4,2,18512,18.6,5.65,1,2
HH008,Jun-2024,136892,86116,0,6,0,4,2,20282,16.6,5.88,1,2
HH008,Jul-2024,131555,91476,0,2,0,4,2,19374,18.9,5.5,1,2
HH008,Aug-2024,143533,95715,1,2,0,4,2,20987,15.7,6.12,1,2
HH008,Sep-2024,142523,96282,0,3,0,4,2,20072,17.7,5.75,1,2
HH008,Oct-2024,144894,107779,1,3,0,4,2,21065,16.5,5.94,1,2
HH008,Nov-2024,140984,98945,1,1,0,4,2,20856,21.3,6.0,1,2
HH008,Dec-2024,145969,90904,1,3,0,4,2,22606,14.0,5.85,1,2
HH008,Jan-2025,140345,105856,1,3,0,4,2,20420,20.9,5.99,1,2
HH008,Feb-2025,138029,81834,0,2,0,4,2,20558,18.7,5.81,1,2
HH008,Mar-2025,143390,84075,0,2,0,4,2,22232,19.4,5.63,1,2
HH008,Apr-2025,145621,102694,0,1,0,4,2,22015,16.0,6.01,1,2
HH008,May-2025,134763,76855,0,3,0,4,2,18735,16.9,5.91,1,2
HH008,Jun-2025,136700,89185,0,1,0,4,2,21706,18.8,6.06,1,2
HH008,Jul-2025,147355,95830,0,1,0,4,2,21913,20.8,6.26,1,2
HH008,Aug-2025,141308,98083,1,2,1,4,2,19753,18.0,6.21,1,2
HH008,Sep-2025,144834,91822,0,3,0,4,2,19216,16.6,6.29,1,2
HH008,Oct-2025,148412,106560,1,2,0,4,2,22825,20.7,6.23,1,2
HH008,Nov-2025,144753,102681,1,5,1,4,2,24459,19.9,6.12,1,2
HH008,Dec-2025,141136,106422,1,2,0,4,2,20336,15.9,6.31,1,2
HH009,Jan-2021,130933,87105,1,3,0,5,3,20339,16.3,4.75,2,2
HH009,Feb-2021,143017,72670,0,1,0,5,3,20320,21.6,4.98,2,2
HH009,Mar-2021,136896,77877,0,1,0,5,3,20926,19.7,5.0,2,2
HH009,Apr-2021,133119,76965,0,2,0,5,3,20870,17.9,4.75,2,2
HH009,May-2021,142669,76836,0,1,0,5,3,21401,21.8,4.83,2,2
HH009,Jun-2021,138447,84260,0,3,0,5,3,20374,15.3,5.1,2,2
HH009,Jul-2021,147240,76153,0,3,0,5,3,23309,19.8,5.0,2,2
HH009,Aug-2021,145655,98078,1,2,0,5,3,23556,22.9,4.99,2,2
HH009,Sep-2021,137286,94236,0,1,1,5,3,21346,17.4,4.8,2,2
HH009,Oct-2021,141248,99675,1,1,0,5,3,20161,19.7,4.8,2,2
HH009,Nov-2021,134513,95284,1,2,0,5,3,21488,15.4,5.0,2,2
HH009,Dec-2021,143091,100874,1,1,0,5,3,21731,16.9,5.14,2,2
HH009,Jan-2022,144287,100407,1,1,0,5,3,22391,17.9,5.13,2,2
HH009,Feb-2022,148348,89348,0,1,0,5,3,24449,18.6,5.11,2,2
HH009,Mar-2022,143648,84551,0,0,0,5,3,22099,17.7,5.09,2,2
HH009,Apr-2022,142957,91822,0,0,0,5,3,20029,19.0,5.01,2,2
HH009,May-2022,144543,89381,0,0,0,5,3,20829,17.0,4.93,2,2
HH009,Jun-2022,145376,84001,0,2,1,5,3,21726,22.5,5.35,2,2
HH009,Jul-2022,155737,95568,0,1,0,5,3,22823,18.5,5.13,2,2
HH009,Aug-2022,150981,106062,1,4,0,5,3,22660,21.9,5.11,2,2
HH009,Sep-2022,158600,101621,0,1,0,5,3,22915,19.8,5.13,2,2
HH009,Oct-2022,148380,98990,1,3,0,5,3,22350,20.4,5.36,2,2
HH009,Nov-2022,146349,100418,1,4,0,5,3,22561,12.4,5.29,2,2
HH009,Dec-2022,142998,108775,1,1,1,5,3,22014,16.3,5.3,2,2
HH009,Jan-2023,137249,99728,1,2,0,5,3,21631,16.4,5.35,2,2
HH009,Feb-2023,149001,85811,0,1,0,5,3,22497,20.2,5.38,2,2
HH009,Mar-2023,159989,94749,0,0,0,5,3,22845,20.2,5.45,2,2
HH009,Apr-2023,159200,94831,0,1,0,5,3,25662,20.0,5.52,2,2
HH009,May-2023,149658,88870,0,3,0,5,3,21438,18.1,5.73,2,2
HH009,Jun-2023,153026,76441,0,1,0,5,3,22411,19.3,5.33,2,2
HH009,Jul-2023,146831,84887,0,1,0,5,3,20338,18.6,5.48,2,2
HH009,Aug-2023,148787,106693,1,4,0,5,3,21008,17.0,5.43,2,2
HH009,Sep-2023,156058,91221,0,2,0,5,3,21794,18.9,5.39,2,2
HH009,Oct-2023,153804,105602,1,3,0,5,3,23859,18.6,5.61,2,2
HH009,Nov-2023,160301,110131,1,2,0,5,3,24171,20.3,5.64,2,2
HH009,Dec-2023,170373,115567,1,1,0,5,3,25502,17.6,5.49,2,2
HH009,Jan-2024,155159,96862,1,2,0,5,3,21633,19.6,5.6,2,2
HH009,Feb-2024,154038,100990,0,0,1,5,3,24935,16.4,5.84,2,2
HH009,Mar-2024,152080,86330,0,1,0,5,3,21696,25.9,5.71,2,2
HH009,Apr-2024,167208,106292,0,0,0,5,3,26955,13.2,5.54,2,2
HH009,May-2024,159022,100439,0,2,0,5,3,24298,21.2,5.48,2,2
HH009,Jun-2024,154249,85473,0,0,0,5,3,22062,18.7,5.74,2,2
HH009,Jul-2024,167460,114109,0,1,0,5,3,24286,17.8,5.94,2,2
HH009,Aug-2024,158420,112931,1,1,0,5,3,25676,21.1,5.84,2,2
HH009,Sep-2024,162865,94627,0,2,0,5,3,23889,20.1,5.6,2,2
HH009,Oct-2024,164853,124103,1,2,0,5,3,25420,17.0,5.85,2,2
HH009,Nov-2024,164496,116824,1,2,0,5,3,24076,18.7,5.73,2,2
HH009,Dec-2024,164073,113026,1,4,0,5,3,25498,18.9,5.93,2,2
HH009,Jan-2025,167637,119059,1,2,0,5,3,24177,18.1,6.17,2,2
HH009,Feb-2025,173819,105518,0,1,0,5,3,28211,19.5,5.83,2,2
HH009,Mar-2025,153860,86765,0,1,0,5,3,23506,20.6,6.15,2,2
HH009,Apr-2025,172929,104621,0,1,0,5,3,26685,17.3,6.0,2,2
HH009,May-2025,167503,101363,0,2,0,5,3,27995,19.3,5.93,2,2
HH009,Jun-2025,177888,106747,0,1,0,5,3,28142,18.6,6.06,2,2
HH009,Jul-2025,167347,93887,0,1,0,5,3,24836,24.1,6.3,2,2
HH009,Aug-2025,169150,111269,1,4,0,5,3,25858,21.4,6.07,2,2
HH009,Sep-2025,169730,115100,0,2,0,5,3,25500,21.8,6.07,2,2
HH009,Oct-2025,178728,105742,1,1,0,5,3,27150,18.9,6.25,2,2
HH009,Nov-2025,184184,130235,1,1,0,5,3,24294,20.2,6.14,2,2
HH009,Dec-2025,173635,127413,1,3,0,5,3,26801,19.9,6.12,2,2
HH010,Jan-2021,166802,104080,1,1,0,5,2,33867,14.6,4.71,1,2
HH010,Feb-2021,149252,80582,0,1,0,5,2,28436,16.4,5.07,1,2
HH010,Mar-2021,150187,69626,0,4,0,5,2,28495,12.5,4.93,1,2
HH010,Apr-2021,159376,90227,0,0,0,5,2,31553,9.2,4.99,1,2
HH010,May-2021,159983,77193,0,1,0,5,2,33354,14.1,4.85,1,2
HH010,Jun-2021,157749,82879,0,3,0,5,2,31542,16.5,4.91,1,2
HH010,Jul-2021,153747,79444,0,1,0,5,2,30478,12.6,5.09,1,2
HH010,Aug-2021,167343,91527,1,2,0,5,2,31544,13.7,5.1,1,2
HH010,Sep-2021,155587,81874,0,4,0,5,2,30834,12.9,4.96,1,2
HH010,Oct-2021,167834,98652,1,1,0,5,2,32277,16.5,5.08,1,2
HH010,Nov-2021,168162,109369,1,2,0,5,2,33353,14.4,5.1,1,2
HH010,Dec-2021,175116,108094,1,1,0,5,2,34965,12.1,4.98,1,2
HH010,Jan-2022,164217,110911,1,2,0,5,2,30123,15.3,5.13,1,2
HH010,Feb-2022,161159,88507,0,1,0,5,2,32876,12.1,4.97,1,2
HH010,Mar-2022,160581,84627,0,1,0,5,2,31353,16.2,5.06,1,2
HH010,Apr-2022,171086,85580,0,2,0,5,2,31434,16.9,5.2,1,2
HH010,May-2022,175124,83513,0,1,0,5,2,34900,15.5,5.3,1,2
HH010,Jun-2022,165787,88661,0,0,0,5,2,29422,13.2,5.55,1,2
HH010,Jul-2022,170641,98101,0,0,0,5,2,30499,13.8,5.15,1,2
HH010,Aug-2022,167521,113947,1,5,0,5,2,33259,13.5,5.05,1,2
HH010,Sep-2022,163288,92558,0,1,0,5,2,31546,11.9,5.22,1,2
HH010,Oct-2022,182311,123539,1,3,0,5,2,34861,13.1,5.19,1,2
HH010,Nov-2022,174290,123299,1,3,0,5,2,32828,17.0,5.46,1,2
HH010,Dec-2022,179213,122016,1,1,0,5,2,36929,13.4,5.38,1,2
HH010,Jan-2023,179031,122193,1,3,0,5,2,34669,14.1,5.43,1,2
HH010,Feb-2023,162646,72748,0,0,0,5,2,30111,10.0,5.24,1,2
HH010,Mar-2023,183093,99934,0,1,0,5,2,35217,14.4,5.74,1,2
HH010,Apr-2023,167113,100365,0,1,0,5,2,33619,11.0,5.51,1,2
HH010,May-2023,169914,99819,0,4,0,5,2,30170,13.2,5.3,1,2
HH010,Jun-2023,180520,108096,0,1,0,5,2,35872,16.8,5.44,1,2
HH010,Jul-2023,166637,101503,0,0,1,5,2,32726,14.7,5.5,1,2
HH010,Aug-2023,164259,101666,1,2,0,5,2,31445,16.8,5.73,1,2
HH010,Sep-2023,171498,106529,0,2,0,5,2,31633,14.4,5.7,1,2
HH010,Oct-2023,165986,104647,1,2,0,5,2,34376,12.0,5.53,1,2
HH010,Nov-2023,171365,122059,1,4,0,5,2,34043,18.3,5.37,1,2
HH010,Dec-2023,176709,118636,1,3,0,5,2,35103,16.3,5.69,1,2
HH010,Jan-2024,180464,126760,1,1,0,5,2,34702,15.3,5.67,1,2
HH010,Feb-2024,168526,88490,0,1,0,5,2,32343,14.8,5.48,1,2
HH010,Mar-2024,176824,114201,0,1,1,5,2,34950,11.1,5.46,1,2
HH010,Apr-2024,187883,112211,0,1,0,5,2,37363,12.3,5.63,1,2
HH010,May-2024,162979,104451,0,0,0,5,2,32963,14.3,5.73,1,2
HH010,Jun-2024,174339,110808,0,4,0,5,2,34067,14.5,5.7,1,2
HH010,Jul-2024,179618,115829,0,3,1,5,2,33475,13.6,5.55,1,2
HH010,Aug-2024,183792,118965,1,3,0,5,2,34651,13.2,6.07,1,2
HH010,Sep-2024,189528,118128,0,1,0,5,2,35211,17.5,6.01,1,2
HH010,Oct-2024,179329,137253,1,4,1,5,2,34556,19.1,5.88,1,2
HH010,Nov-2024,170992,117325,1,4,0,5,2,31873,11.8,5.95,1,2
HH010,Dec-2024,174155,117661,1,3,0,5,2,31321,8.3,6.17,1,2
HH010,Jan-2025,180352,124046,1,2,0,5,2,36852,17.9,5.91,1,2
HH010,Feb-2025,175479,94298,0,0,0,5,2,34438,13.6,5.87,1,2
HH010,Mar-2025,177472,113550,0,1,0,5,2,32655,10.5,5.87,1,2
HH010,Apr-2025,179785,102540,0,2,0,5,2,33290,13.6,6.12,1,2
HH010,May-2025,181729,98195,0,0,0,5,2,36886,15.3,6.29,1,2
HH010,Jun-2025,185955,98162,0,0,0,5,2,36370,12.6,6.11,1,2
HH010,Jul-2025,181967,115873,0,4,0,5,2,34857,15.3,6.06,1,2
HH010,Aug-2025,192328,110139,1,2,0,5,2,39986,14.9,6.02,1,2
HH010,Sep-2025,185400,112254,0,0,0,5,2,35943,13.5,6.02,1,2
HH010,Oct-2025,189900,136554,1,3,0,5,2,37697,13.9,6.25,1,2
HH010,Nov-2025,183823,123677,1,2,0,5,2,34198,12.9,6.56,1,2
HH010,Dec-2025,180756,121322,1,2,0,5,2,34678,11.6,6.24,1,2
HH011,Jan-2021,91987,80538,1,2,0,5,2,21632,7.0,4.54,3,3
HH011,Feb-2021,94461,93307,0,1,1,5,2,22275,7.6,4.97,3,3
HH011,Mar-2021,101807,62963,0,3,0,5,2,24013,11.5,4.88,3,3
HH011,Apr-2021,96960,70565,0,2,0,5,2,23721,14.7,5.05,3,3
HH011,May-2021,97159,73394,0,3,0,5,2,23814,12.7,5.04,3,3
HH011,Jun-2021,103404,58518,0,1,0,5,2,25619,11.6,4.87,3,3
HH011,Jul-2021,98682,77974,0,4,0,5,2,26183,8.1,5.28,3,3
HH011,Aug-2021,100849,72741,1,3,0,5,2,23847,13.8,5.12,3,3
HH011,Sep-2021,96753,80469,0,1,0,5,2,25523,12.7,5.05,3,3
HH011,Oct-2021,100924,82453,1,1,0,5,2,23619,14.2,4.95,3,3
HH011,Nov-2021,94106,94659,1,3,0,5,2,22484,11.9,5.14,3,3
HH011,Dec-2021,102468,88247,1,3,0,5,2,23483,16.2,5.29,3,3
HH011,Jan-2022,109602,78338,1,3,0,5,2,25938,13.9,5.1,3,3
HH011,Feb-2022,103686,79373,0,1,0,5,2,23316,14.3,4.83,3,3
HH011,Mar-2022,102266,78053,0,3,0,5,2,26226,10.0,5.26,3,3
HH011,Apr-2022,109602,90604,0,0,0,5,2,26841,11.2,5.16,3,3
HH011,May-2022,106349,63927,0,1,0,5,2,24122,12.7,5.07,3,3
HH011,Jun-2022,114054,79579,0,1,0,5,2,25808,10.8,5.62,3,3
HH011,Jul-2022,112924,90111,0,2,0,5,2,25545,12.6,5.39,3,3
HH011,Aug-2022,106230,102276,1,3,0,5,2,26208,8.1,5.46,3,3
HH011,Sep-2022,108297,76614,0,0,0,5,2,26836,11.4,5.12,3,3
HH011,Oct-2022,101198,110628,1,1,0,5,2,23274,10.1,5.09,3,3
HH011,Nov-2022,108834,93921,1,2,0,5,2,28304,12.3,5.08,3,3
HH011,Dec-2022,113222,94927,1,2,0,5,2,26639,8.8,5.5,3,3
HH011,Jan-2023,111253,88863,1,3,0,5,2,26615,14.8,5.41,3,3
HH011,Feb-2023,113226,83477,0,3,0,5,2,29469,14.1,5.46,3,3
HH011,Mar-2023,114083,85337,0,2,0,5,2,25992,9.8,5.58,3,3
HH011,Apr-2023,117552,94571,0,4,0,5,2,28577,10.4,5.14,3,3
HH011,May-2023,111824,88082,0,1,0,5,2,28988,8.7,5.53,3,3
HH011,Jun-2023,113729,92045,0,2,0,5,2,27960,9.3,5.48,3,3
HH011,Jul-2023,119176,86076,0,2,0,5,2,30896,12.4,5.53,3,3
HH011,Aug-2023,117559,86843,1,2,0,5,2,27448,12.6,5.66,3,3
HH011,Sep-2023,120117,83529,0,6,0,5,2,27960,14.7,5.62,3,3
HH011,Oct-2023,120614,106751,1,1,0,5,2,30786,9.4,5.72,3,3
HH011,Nov-2023,116156,104361,1,2,0,5,2,28266,11.1,5.79,3,3
HH011,Dec-2023,120716,95084,1,1,1,5,2,28607,12.3,5.97,3,3
HH011,Jan-2024,124580,112074,1,3,0,5,2,31271,6.2,5.73,3,3
HH011,Feb-2024,118431,90902,0,0,0,5,2,28631,7.7,5.73,3,3
HH011,Mar-2024,126053,82316,0,0,0,5,2,28865,10.3,5.67,3,3
HH011,Apr-2024,118921,89251,0,0,0,5,2,27516,12.4,5.53,3,3
HH011,May-2024,122758,83252,0,0,1,5,2,28664,12.3,5.82,3,3
HH011,Jun-2024,125465,81059,0,1,0,5,2,29033,11.5,5.98,3,3
HH011,Jul-2024,125289,85578,0,1,0,5,2,30466,11.7,6.01,3,3
HH011,Aug-2024,127429,100863,1,5,0,5,2,30239,10.0,5.85,3,3
HH011,Sep-2024,127565,86016,0,3,0,5,2,29187,12.1,5.95,3,3
HH011,Oct-2024,131947,112420,1,3,0,5,2,31589,9.9,5.85,3,3
HH011,Nov-2024,124999,114170,1,2,0,5,2,30567,10.6,5.94,3,3
HH011,Dec-2024,127530,116065,1,1,0,5,2,31115,13.3,5.71,3,3
HH011,Jan-2025,127433,107242,1,2,0,5,2,30254,9.4,6.12,3,3
HH011,Feb-2025,130329,90327,0,1,0,5,2,31464,11.2,5.96,3,3
HH011,Mar-2025,127166,84881,0,2,1,5,2,30283,13.1,6.29,3,3
HH011,Apr-2025,130426,90587,0,0,0,5,2,30971,8.7,6.18,3,3
HH011,May-2025,132858,90529,0,0,0,5,2,31455,14.0,5.91,3,3
HH011,Jun-2025,130244,81787,0,0,0,5,2,30778,11.7,5.98,3,3
HH011,Jul-2025,139569,82975,0,2,0,5,2,32821,8.4,6.0,3,3
HH011,Aug-2025,131509,122805,1,2,0,5,2,31601,9.0,6.19,3,3
HH011,Sep-2025,137586,99796,0,1,0,5,2,33010,11.9,6.12,3,3
HH011,Oct-2025,139592,105787,1,1,0,5,2,31065,8.8,6.08,3,3
HH011,Nov-2025,135948,123814,1,3,0,5,2,29958,11.2,6.04,3,3
HH011,Dec-2025,132853,106108,1,1,0,5,2,32569,12.5,6.02,3,3
HH012,Jan-2021,124974,98615,1,3,0,6,3,29366,9.1,4.9,2,3
HH012,Feb-2021,125312,74266,0,0,0,6,3,28577,12.4,4.93,2,3
